profile_id,plant_name,scientific_name,family,family_latin,genus_jp,genus_scientific,habit,height,flower_period,distribution,habitat,source,page,extraction_method
plant-profile-000101,ヤクシマチャボゼキショウ,Tofieldia yoshiiana,チシマゼキショウ科,TOFIELDIACEAE,チシマゼキショウ属,Tofieldia,,5.3ー18cm,,,ヤクシマチャボゼキショウ Tofieldia yoshiiana Makino var. yoshiiana 山中の岩に生える,日本の野生植物 第1巻,46,macOS Vision OCR + rule parser
plant-profile-000102,ヤシュウハナゼキショウ,Tofeldia furusei,チシマゼキショウ科,TOFIELDIACEAE,チシマゼキショウ属,Tofieldia,,13.5-34.5cm,,日本特産で、 本州（栃木県・愛知県東部・和歌山県南部）に分布する,渓流沿いや山中 の岩に生える,日本の野生植物 第1巻,46,macOS Vision OCR + rule parser
plant-profile-000103,ウリカワ,Sagittaria pygmaea,オモダカ科,ALISMATACEAE,オモダカ属,Sagitaria,多年草,,7ー9月,本州～琉球、東アジア の温帯～亜熱帯に分布する,水田や湿地に生える抽水性～沈水性の多年草,日本の野生植物 第1巻,47,macOS Vision OCR + rule parser
plant-profile-000104,カラフトグワイ,Sagittaria natans,オモダカ科,ALISMATACEAE,オモダカ属,Sagitaria,多年草,,,,カラフトグワイ Sagittaria natans Pall. 湖沼や河川に生育する浮葉性の多年草,日本の野生植物 第1巻,47,macOS Vision OCR + rule parser
plant-profile-000105,サジオモダカ,Alisma plantago-aguatica,オモダカ科,ALISMATACEAE,サジオモダカ属,Alisma,多年草,,7ー9月,北海道～本州中部、東アジアに分布する,水 田，水路に生える抽水性の多年草,日本の野生植物 第1巻,47,macOS Vision OCR + rule parser
plant-profile-000106,トウゴクヘラオモダカ,Alisma rariflorum,オモダカ科,ALISMATACEAE,サジオモダカ属,Alisma,多年草,,,本州～九州の一部に分布する,水田，湿地、湖沼の浅水域に生える抽水 性の多年草,日本の野生植物 第1巻,47,macOS Vision OCR + rule parser
plant-profile-000107,ヘラオモダカ,Alismna canaliculatum,オモダカ科,ALISMATACEAE,サジオモダカ属,Alisma,多年草,,,北海道～琉球、朝鮮半島・中国に分布する,水田，湿地、 湖沼やため池の浅水域に生える抽水性の多年草,日本の野生植物 第1巻,47,macOS Vision OCR + rule parser
plant-profile-000108,マルバオモダカ,Caldesia parnassiifolia,オモダカ科,ALISMATACEAE,マルバオモダカ属,Caldesia,,,7ー9月,北海道南部～九州、ユーラシア・アフリ カ・オーストラリアの温帯～熱帯に分布する,,日本の野生植物 第1巻,47,macOS Vision OCR + rule parser
plant-profile-000109,アギナシ,Sagittaria aginashi,オモダカ科,ALISMATACEAE,オモダカ属,Sagitaria,多年草,,,北海 道～九州、朝鮮半島に分布する,水田，ため池，湿地に生える抽水性の多年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000110,オオカナダモ,Egeria densa,トチカガミ科,HYDROCHARITACEAE,オオカナダモ属,Egeria,多年草,,,,湖沼や河川、ため池、水路に生える沈水性の多年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000111,オモダカ,Sagittaria trifolia,オモダカ科,ALISMATACEAE,オモダカ属,Sagitaria,多年草,20-80cm,,北海道～琉球、アジア～東ヨーロッパの温帯～熱帯に分布する,水田や水路、ため池、湿地に生える抽水性の多年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000112,クワイ,Sagittaria trifolia,オモダカ科,ALISMATACEAE,オモダカ属,Sagitaria,多年草,,,,,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000113,スブタ,Blyxa echinosperma,トチカガミ科,HYDROCHARITACEAE,スブタ属,Blyxa,一年草,,,本州～琉球、アジア・オーストラリアに分布する,ため池や水田、水路に生える一年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000114,セトヤナギスブタ,Blyxa alternifolia,トチカガミ科,HYDROCHARITACEAE,スブタ属,Blyxa,一年草,,,,ため池や水田、水路に生える一年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000115,マルミスブタ,Blysa aubertii,トチカガミ科,HYDROCHARITACEAE,スブタ属,Blyxa,一年草,,,本州～琉球、ア ジア・マダガスカルに分布し、北アメリカとアフリカに移入と推測される分布がある,ため池や水田、水路に生える一年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000116,ミカワスブタ,Blysa leiosperma,トチカガミ科,HYDROCHARITACEAE,スブタ属,Blyxa,一年草,,,本州にまれに見られ、 国外では中国に分布する,水田などに生える一年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000117,ヤナギスブタ,Blysa japoniea,トチカガミ科,HYDROCHARITACEAE,スブタ属,Blyxa,一年草,30cm,7ー10月,本州～琉球、アジアに分布し、ヨーロッパに移入分布する,水路に生え る沈水性の一年草,日本の野生植物 第1巻,48,macOS Vision OCR + rule parser
plant-profile-000118,ウミショウブ,Enhalus acoroides,トチカガミ科,HYDROCHARITACEAE,ウミショウブ属,Enhalus,多年草,,6ー10月,八重山諸島、インド洋から酉太平洋の熱帯から亜熱帯域に分布する,珊瑚礁のラグーンなどの波浪の弱い 浅い海底の砂～砂泥に生える沈水性の多年草,日本の野生植物 第1巻,49,macOS Vision OCR + rule parser
plant-profile-000119,ウミヒルモ,Halophila ovalis,トチカガミ科,HYDROCHARITACEAE,ウミヒルモ属,Halophila,多年草,,不明,本州北部～琉球、インド洋～西太平洋の治岸に分布する,海底の砂～砂泥に生える多年草,日本の野生植物 第1巻,49,macOS Vision OCR + rule parser
plant-profile-000120,クロモ,Hydrilla verticillata,トチカガミ科,HYDROCHARITACEAE,クロモ属,Hydrilla,多年草,,8ー10月,北海道～琉球、アジア、オーストラリアの温帯～熱帯に分布,湖沼やため池、水路などに生える沈水性の多年草,日本の野生植物 第1巻,49,macOS Vision OCR + rule parser
plant-profile-000121,コカナダモ,Elodea nuttallii,トチカガミ科,HYDROCHARITACEAE,コカナダモ属,Elodea,多年草,,,現在、北海道 ～九州、ヨーロッパ・アジアに移入分布,湖沼や河川、ため池、水路に生える沈水性 の多年草,日本の野生植物 第1巻,49,macOS Vision OCR + rule parser
plant-profile-000122,トチカガミ,Hydrocharis dubia,トチカガミ科,HYDROCHARITACEAE,トチカガミ属,Hydrocharis,,,8ー10月,本州～九州、アジア・オーストラリアの温帯～熱帯に分布する,水田、水路 などに生育する,日本の野生植物 第1巻,49,macOS Vision OCR + rule parser
plant-profile-000123,イトイバラモ,Najas yezoensis,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,,北海道～本州北部に分布する,湖沼やため池に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000124,イトトリゲモ,Najas graeillima,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,6一9月,本州～九州、東アジア・北 アメリカに分布し、ヨーロッパに移入分布する,水田やため池に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000125,イバラモ,Najas marina,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,7ー9月,北海道～琉球、世界の温帯～熱帯に分布する,淡水または汽水の湖沼やため池に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000126,オオトリゲモ,Najas oguraensis,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,7一9月,本州～琉球、中国に分布する,オオトリゲモ Najas oguraensis Miki （P.92） 湖沼やため池に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000127,コウガイモ,Vallisneria denseserrulata,トチカガミ科,HYDROCHARITACEAE,リュウキュウスガモ属,Thalassia,,,,本州～九州、中国に分布する,,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000128,セキショウモ,Vallisneria natans,トチカガミ科,HYDROCHARITACEAE,リュウキュウスガモ属,Thalassia,多年草,,,,,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000129,トリゲモ,Najas minor,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,7一9月,本州～琉球、アジア・北アフリカ・ヨーロッ パの温帯～熟帯に分布し、北アメリカに移入分布する,トリゲモ Najas minor All. 湖沼やため池に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000130,ネジレモ,Vallisneria natans,トチカガミ科,HYDROCHARITACEAE,リュウキュウスガモ属,Thalassia,,,,,,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000131,ヒメイバラモ,Najas tenuicaulis,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,,本州に分布するが、実体は不明,ヒメイバラモ Najas tenuicaulis Miki 湖沼やため池に生育する一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000132,ヒラモ,Vallisneria natans,トチカガミ科,HYDROCHARITACEAE,リュウキュウスガモ属,Thalassia,,,,,,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000133,ホッスモ,Najas graminea,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,7ー9月,北海道～琉球、アジア・オーストラリア・ヨーロッパ・ アフリカの温帯～熱帯に分布、北アメリカに移入分布する,水田に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000134,ホロムイソウ,Scheuchzeria palustris,ホロムイソウ科,SCHEUCHZERIACEAE,ホロムイソウ属,Scheuchzeria,,,,,湿原、特にミズゴケの発達する高層湿原に生え トチカガミ科／ホロムイソウ科 99,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000135,ミズオオバコ,Ottelia alismoides,トチカガミ科,HYDROCHARITACEAE,ミズオオバコ属,Ottelia,一年草,,8ー10月,北 海道～琉球，アジア・オーストラリア・アフリカの温帯～熟帯に分布する,水田やため池、水路に生える洸水性の一年草ま たは多年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000136,ムサシモ,Najas ancistroearpa,トチカガミ科,HYDROCHARITACEAE,イバラモ属,Najas,一年草,,7ー9月,,水田に生える一年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000137,リュウキュウスガモ,Thalassia hemprichii,トチカガミ科,HYDROCHARITACEAE,リュウキュウスガモ属,Thalassia,多年草,,8ー12月,奄美・琉球，インド洋～西太平洋の熱帯～亜熱 帯に分布する,浅い海底の砂利～砂に生える多 年草,日本の野生植物 第1巻,50,macOS Vision OCR + rule parser
plant-profile-000138,エビアマモ,Phyllospadix japonieus,アマモ科,ZOSTERACEAE,スガモ属,Phyllospadix,,,3-4月,本州 中部（太平洋岸は茨城県以南、日本海岸は新潟県佐渡島）～九州北部、朝鮮半島・中国に分布,,日本の野生植物 第1巻,51,macOS Vision OCR + rule parser
plant-profile-000139,シバナ,Triglochin asiatiea,シバナ科,JUNCAGINACEAE,,Triglochin,多年草,15ー50cm,5ー10 月,北海道～九州、および北半球の温帯域に広く分布する,河口や千潟の緑の塩分を含む湿地に生え る多年草,日本の野生植物 第1巻,51,macOS Vision OCR + rule parser
plant-profile-000140,スガモ,Phyllospadix iwatensis,アマモ科,ZOSTERACEAE,スガモ属,Phyllospadix,,,3ー5月,千島列島・朝鮮半島・中国・サハリンに分布する,岩礁上に生育する,日本の野生植物 第1巻,51,macOS Vision OCR + rule parser
plant-profile-000141,ホソバノシバナ,Triglochin palustris,シバナ科,JUNCAGINACEAE,,Triglochin,多年草,15-35cm,7ー8月,北海道と本州の北部 と中部の高地に産し、広く北半球の温帯～亜寒帯に分布する,淡水の湿原や沼の縁に生える多年草,日本の野生植物 第1巻,51,macOS Vision OCR + rule parser
plant-profile-000142,アマモ,Zostera marina,アマモ科,ZOSTERACEAE,アマモ属,Zostera,多年草,,3ー7月,北海道～九州、北半球の寒器～温帯に広く分布する,内湾の水深0ー10m（最大30m）の海底の砂泥に生える多年草， まれに高水温域では一年草,日本の野生植物 第1巻,52,macOS Vision OCR + rule parser
plant-profile-000143,オオアマモ,Zostera asiatica,アマモ科,ZOSTERACEAE,アマモ属,Zostera,多年草,,5一7月,北海道・本州北部（岩手県）、千 島列島・朝鮮半島・中国・ロシアに分布する,水深0一5mの内湾の海底の砂泥に生える多年草,日本の野生植物 第1巻,52,macOS Vision OCR + rule parser
plant-profile-000144,コアマモ,Zostera japonica,アマモ科,ZOSTERACEAE,アマモ属,Zostera,多年草,,,,水深0以下ー1mの内湾や河口、珊瑚礁のラ グーンなどの汽水～海水の砂～砂泥に生える多年草,日本の野生植物 第1巻,52,macOS Vision OCR + rule parser
plant-profile-000145,スゲアマモ,Zostera caespitosa,アマモ科,ZOSTERACEAE,アマモ属,Zostera,多年草,,2一5月,北海道～本州（太平洋岸は宮 城県以北、日本海岸は島根県以北）、朝鮮半島・中国北部に分布する,水深1ー20mの内湾の海底の砂泥に生える多年草,日本の野生植物 第1巻,52,macOS Vision OCR + rule parser
plant-profile-000146,タチアマモ,Zostera caulescens,アマモ科,ZOSTERACEAE,アマモ属,Zostera,多年草,,4一6月,北海道～本州（太平洋岸 は神奈川県以北、日本海岸は島根県以北），朝鮮半島に分布する,水深3ー17mの内湾の海底の砂泥に生える多年草,日本の野生植物 第1巻,52,macOS Vision OCR + rule parser
