学名 withAuthor,和名,別名,ステータス,LAPG 科名,LAPG Family,LAPG no.,Cronquist 科名,Cronquist family,cronquist No.,Engler 科名,Engler family,Engler no.,生態,学名,修正日,ID,発表年,LAPGII::LAPG Family広義,LAPGII::LAPG Order,LAPGII::LAPG 目,LAPGII::LAPGno.,LAPGII::LAPG科名,LAPGII::LAPG Family狭義
Ilex sugerokii Maxim.  var. brevipedunculata (Maxim.) S.Y.Hu,アカミノイヌツゲ,ミヤマクロソヨゴ,標準,モチノキ科,Aquifoliaceae,787971050,モチノキ科,モチノキ科,529,モチノキ科,Aquifoliaceae,457,,Ilex sugerokii var. brevipedunculata,2020.12.08,141,1949,AQUIFOLIACEAE,AQUIFOLIALES,モチノキ目,787971050,モチノキ科,Aquifoliaceae
Ardisia sieboldii Miq.  f. rubricarpa (Tuyama ex Nakai) H.Ohashi,アカミノモクタチバナ,,標準,サクラソウ科,Primulaceae,787921120,ヤブコウジ科,ヤブコウジ科,456,ヤブコウジ科,Myrsinaceae,536,,Ardisia sieboldii f. rubricarpa,2015.04.20,142,1988,PRIMULACEAE,ERICALES,ツツジ目,787921120,サクラソウ科,Primulaceae
Viscum album L.  subsp. coloratum Kom.  f. rubroaurantiacum (Makino) Ohwi,アカミヤドリギ,,標準,ビャクダン科,Santalaceae,787601050,ヤドリギ科,ヤドリギ科,517,ヤドリギ科,Loranthaceae,322,,Viscum album subsp. coloratum f. rubro-aurantiacum,2021.02.09,144,1953,SANTALACEAE,SANTALALES,ビャクダン目,787601040,ビャクダン科,Santalaceae
Ficus benguetensis Merr.,アカメイヌビワ,,標準,クワ科,Moraceae,787553080,クワ科,クワ科,353,クワ科,Moraceae,313,,Ficus benguetensis,2021.01.31,145,1905,MORACEAE,ROSALES,バラ目,787553080,クワ科,Moraceae
Mallotus japonicus (L.f.) Müll.Arg.,アカメガシワ,ゴサイバ,標準,トウダイグサ科,Euphorbiaceae,787559040,トウダイグサ科,トウダイグサ科,538,トウダイグサ科,Euphorbiaceae,430,,Mallotus japonicus,2021.01.31,146,1865,EUPHORBIACEAE,MALPIGHIALES,キントラノオ目,787563320,トウダイグサ科,Euphorbiaceae
Gaultheria adenothrix (Miq.) Maxim.,アカモノ,イワハゼ,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Gaultheria adenothrix,2018.07.24,149,1872,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Rhododendron pentaphyllum Maxim.  var. nikoense Komatsu,アカヤシオ,アカギツツジ,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron pentaphyllum var. nikoense,2012.03.26,150,1916,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Carex loliacea L.,アカンスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex loliacea,2021.01.25,153,1753,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Sasa akiuensis (Sad.Suzuki) Sad.Suzuki,アキウネマガリ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa akiuensis,2016.05.28,155,1975,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Carex nemostachys Steud.,アキカサスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex nemostachys,2020.12.07,156,1846,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Thalictrum minus L.  var. hypoleucum (Siebold et Zucc.) Miq.,アキカラマツ,ヒロハノアキカラマツ,標準,キンポウゲ科,Ranunculaceae,781001070,キンポウゲ科,キンポウゲ科,330,キンポウゲ科,Ranunculaceae,361,,Thalictrum minus var. hypoleucum,2020.01.23,157,1867,RANUNCULACEAE,RANUNCULALES,キンポウゲ目,781001070,キンポウゲ科,Ranunculaceae
Salvia glabrescens (Franch. et Sav.) Makino,アキギリ,"ミヤマアキギリ (Makino 1907: 33), オオアキギリ",標準,シソ科,Lamiaceae,787963120,シソ科,シソ科,633,シソ科,Labiatae,563,,Salvia glabrescens,2018.08.01,159,1907,LAMIACEAE,LAMIALES,シソ目,787963120,シソ科,Lamiaceae
Elaeagnus umbellata Thunb.  var. umbellata,アキグミ,,標準,グミ科,Elaeagnaceae,787553020,グミ科,グミ科,486,グミ科,Elaeagnaceae,483,,Elaeagnus umbellata var. umbellata,2021.01.31,160,1784,ELAEAGNACEAE,ROSALES,バラ目,787553020,グミ科,Elaeagnaceae
"Petasites japonicus (Siebold et Zucc.) Maxim.
  subsp. giganteus (G.Nicholson) Kitam.",アキタブキ,エゾブキ,標準,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Petasites japonicus subsp. giganteus,2009.06.24,161,1942,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Isodon longitubus (Miq.) Kudô ,アキチョウジ,,標準,シソ科,Lamiaceae,787963120,シソ科,シソ科,633,シソ科,Labiatae,563,,Isodon longitubus,2012.05.27,163,1929,LAMIACEAE,LAMIALES,シソ目,787963120,シソ科,Lamiaceae
Sagittaria aginashi Makino,アギナシ,,標準,オモダカ科,Alismataceae,771001041,オモダカ科,オモダカ科,703,オモダカ科,Alismataceae,601,,Sagittaria aginashi,2021.01.28,164,1901,ALISMATACEAE,ALISMATALES,オモダカ目,771002030,オモダカ科,Alismataceae
Ulmus parvifolia Jacq.,アキニレ,,標準,ニレ科,Ulmaceae,787553060,ニレ科,ニレ科,351,ニレ科,Ulmaceae,311,,Ulmus parvifolia,2021.01.31,165,1798,ULMACEAE,ROSALES,バラ目,787553060,ニレ科,Ulmaceae
Persicaria sagittata (L.) H.Gross  var. sibirica (Meisn.) Miyabe,ウナギツカミ,"アキノウナギツカミ, アキノウナギヅル (Makino 1890)",標準,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Persicaria sagittata var. sibirica,2018.08.11,166,1934,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Setaria faberi R.A.W.Herrm.,アキノエノコログサ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Setaria faberi,2021.01.26,167,1910,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Solidago virgaurea L.  subsp. asiatica (Nakai ex H.Hara) Kitam. ex H.Hara,アキノキリンソウ,,標準,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Solidago virgaurea subsp. asiatica,2012.06.28,168,1952,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Salvia japonica Thunb.,アキノタムラソウ,イワタムラソウ,標準,シソ科,Lamiaceae,787963120,シソ科,シソ科,633,シソ科,Labiatae,563,,Salvia japonica,2018.02.04,171,1784,LAMIACEAE,LAMIALES,シソ目,787963120,シソ科,Lamiaceae
Lactuca indica L.  var. laciniata (Houtt.) H.Hara,アキノノゲシ,,synonym,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Lactuca indica var. laciniata,2012.12.24,172,1952,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Lactuca indica L.,アキノノゲシ,ホソバアキノノゲシ,標準,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Lactuca indica,2012.12.24,173,1771,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Polygonum polyneuron Franch. et Sav.,アキノミチヤナギ,ハマミチヤナギ，ナガバハマミチヤナギ,標準,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Polygonum polyneuron,2021.02.09,175,1878,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Digitaria violascens Link,アキメヒシバ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Digitaria violascens,2021.01.27,176,1827,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Vaccinium yakushimense Makino,アクシバモドキ,,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Vaccinium yakushimense,2018.02.04,178,1910,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Akebia quinata (Houtt.) Decne.,アケビ,,標準,アケビ科,Lardizabalaceae,781001030,アケビ科,アケビ科,334,アケビ科,Lardizabalaceae,364,,Akebia quinata,2018.02.04,179,1839,LARDIZABALACEAE,RANUNCULALES,キンポウゲ目,781001040,アケビ科,Lardizabalaceae
Dioscorea pentaphylla L.,アケビドコロ,トラトラカズラ,標準,ヤマノイモ科,Dioscoreaceae,773001050,ヤマノイモ科,ヤマノイモ科,762,ヤマノイモ科,Dioscoreaceae,622,,Dioscorea pentaphylla,2016.12.11,180,1753,DIOSCOREACEAE,DIOSCOREALES,ヤマノイモ目,773001030,ヤマノイモ科,Dioscoreaceae
Goodyera henryi Rolfe,アケボノシュスラン,,synonym,ラン科,Orchidaceae,775001010,ラン科,ラン科,766,ラン科,Orchidaceae,654,,Goodyera henryi,2020.01.12,183,1896,ORCHIDACEAE,ASPARAGALES,キジカクシ目,775001010,ラン科,Orchidaceae
Viola rossii Hemsl.,アケボノスミレ,,標準,スミレ科,Violaceae,787559250,スミレ科,スミレ科,417,スミレ科,Violaceae,486,,Viola rossii,2020.01.28,185,1886,VIOLACEAE,MALPIGHIALES,キントラノオ目,787563250,スミレ科,Violaceae
Swertia bimaculata (Siebold et Zucc.) Hook.f. et Thomson ex C.B.Clarke,アケボノソウ,,標準,リンドウ科,Gentianaceae,787951020,リンドウ科,リンドウ科,617,リンドウ科,Gentianaceae,549,,Swertia bimaculata,2017.03.29,186,1875,GENTIANACEAE,GENTIANALES,リンドウ目,787951020,リンドウ科,Gentianaceae
Rhododendron pentaphyllum Maxim.  var. shikokianum T.Yamaz.,アケボノツツジ,,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron pentaphyllum var. shikokianum,2009.06.24,187,1988,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Rhododendron pentaphyllum auct. non Maxim.,アケボノツツジ,,synonym,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron pentaphyllum,2012.03.26,188,0,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Ficus superba (Miq.) Miq.  var. japonica Miq.,アコウ,,標準,クワ科,Moraceae,787553080,クワ科,クワ科,353,クワ科,Moraceae,313,,Ficus superba var. japonica,2018.02.04,189,1866,MORACEAE,ROSALES,バラ目,787553080,クワ科,Moraceae
Ficus wightiana auct. non Wall. ex Maxim.,アコウ,,synonym,クワ科,Moraceae,787553080,クワ科,クワ科,353,クワ科,Moraceae,313,,Ficus wightiana,2017.03.03,190,0,MORACEAE,ROSALES,バラ目,787553080,クワ科,Moraceae
Zanthoxylum ailanthoides Siebold et Zucc.  var. inerme Rehder et E.H.Wilson,アコウザンショウ,,標準,ミカン科,Rutaceae,787563190,ミカン科,ミカン科,607,ミカン科,Rutaceae,432,,Zanthoxylum ailanthoides var. inerme,2021.02.03,191,1919,RUTACEAE,SAPINDALES,ムクロジ目,787576070,ミカン科,Rutaceae
Cannabis sativa L.,アサ,タイマ,標準,アサ科,Cannabaceae,787553070,アサ科,アサ科,352,クワ科,Moraceae,313,帰,Cannabis sativa,2018.02.04,192,1753,CANNABACEAE,ROSALES,バラ目,787553070,アサ科,Cannabaceae
Ipomoea nil (L.) Roth,アサガオ,コアサガオ,標準,ヒルガオ科,Convolvulaceae,787962010,ヒルガオ科,ヒルガオ科,624,ヒルガオ科,Convolvulaceae,557,帰,Ipomoea nil,2020.12.03,193,1797,CONVOLVULACEAE,SOLANALES,ナス目,787962010,ヒルガオ科,Convolvulaceae
Sasa subvillosa Sad.Suzuki,アサカネマガリ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa subvillosa,2016.05.28,195,1964,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Pterostyrax corymbosus Siebold et Zucc.,アサガラ,,標準,エゴノキ科,Styracaceae,787921170,エゴノキ科,エゴノキ科,452,エゴノキ科,Styracaceae,542,,Pterostyrax corymbosus,2018.08.10,196,1839,STYRACACEAE,ERICALES,ツツジ目,787921170,エゴノキ科,Styracaceae
Zanthoxylum piperitum (L.) DC.  f. inerme (Makino) Makino,アサクラザンショウ,ブドウザンショウ,標準,ミカン科,Rutaceae,787563190,ミカン科,ミカン科,607,ミカン科,Rutaceae,432,栽,Zanthoxylum piperitum f. inerme,2021.02.03,199,1940,RUTACEAE,SAPINDALES,ムクロジ目,787576070,ミカン科,Rutaceae
Nymphoides peltata (S.G.Gmel.) Kuntze,アサザ,イヌジュンサイ，ハナジュンサイ,標準,ミツガシワ科,Menyanthaceae,787972080,ミツガシワ科,ミツガシワ科,627,ミツガシワ科,Menyanthaceae,551,,Nymphoides peltata,2018.08.01,201,1891,MENYANTHACEAE,ASTERALES,キク目,787972080,ミツガシワ科,Menyanthaceae
Ostrya japonica Sarg.,アサダ,ハネカワ，ミノカブリ,標準,カバノキ科,Betulaceae,787555070,カバノキ科,カバノキ科,363,カバノキ科,Betulaceae,308,,Ostrya japonica,2021.01.31,202,1893,BETULACEAE,FAGALES,ブナ目,787554070,カバノキ科,Betulaceae
Allium schoenoprasum L.  var. foliosum Regel,アサツキ,イトネギ，センボンワケギ,標準,ヒガンバナ科,Amaryllidaceae,775001130,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,,Allium schoenoprasum var. foliosum,2016.05.10,203,1875,AMARYLLIDACEAE,ASPARAGALES,キジカクシ目,775001130,ヒガンバナ科,Amaryllidaceae
Acer argutum Maxim.,アサノハカエデ,,標準,ムクロジ科,Sapindaceae,787563050,カエデ科,カエデ科,610,カエデ科,Aceraceae,446,,Acer argutum,2018.06.30,204,1867,SAPINDACEAE,SAPINDALES,ムクロジ目,787576060,ムクロジ科,Sapindaceae
Carex lithophila Turcz.,アサマスゲ,タイリクカワズスゲ,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex lithophila,2021.01.25,207,1855,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Cryptomeria japonica (L.f.) D.Don  f. radicans (Nakai) Sugim. et Muroi,アシウスギ,ウラスギ，サワスギ,標準,ヒノキ科,Cupressaceae,630001050,スギ科,スギ科,254,スギ科,Taxodiaceae,254,,Cryptomeria japonica f. radicans,2015.12.21,210,1961,CUPRESSACEAE,PINALES,マツ目,630001050,ヒノキ科,Cupressaceae
Sasa tsukubensis Nakai  subsp. pubifolia (Koidz.) Sad.Suzuki,イナコスズ,"ケバノカシダザサ，アシカガコスズ, ツクバコスズ",標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa tsukubensis subsp. pubifolia,2019.02.15,211,1977,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Leersia japonica (Honda) Makino ex Honda,アシカキ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Leersia japonica,2020.12.08,212,1930,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Hydrangea macrophylla (Thunb.) Ser.  f. macrophylla,アジサイ,,標準,アジサイ科,Hydrangeaceae,787911030,アジサイ科,アジサイ科,467,ユキノシタ科,Saxifragaceae,407,,Hydrangea macrophylla f. macrophylla,2015.01.14,213,1830,HYDRANGEACEAE,CORNALES,ミズキ目,787911030,アジサイ科,Hydrangeaceae
Rhododendron komiyamae Makino,アシタカツツジ,,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron komiyamae,2019.08.19,215,1926,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Angelica keiskei (Miq.) Koidz.,アシタバ,,標準,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Angelica keiskei,2018.02.04,216,1930,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Microstegium vimineum (Trin.) A.Camus  f. vimineum,アシボソ,,狭義,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Microstegium vimineum f. vimineum,2020.06.14,219,1922,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Carex scita Maxim.  var. tenuiseta (Franch.) Yonek.,アシボソスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex scita var. tenuiseta,2021.01.25,220,2011,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Polystichum fibrillosopaleaceum (Kodama) Tagawa,アスカイノデ,,標準,オシダ科,Dryopteridaceae,500007100,オシダ科,オシダ科,230,オシダ科,Dryopteridaceae,220,,Polystichum fibrillosopaleaceum,2012.05.10,221,1949,DRYOPTERIDACEAE,POLYPODIALES,ウラボシ目,500007200,オシダ科,Dryopteridaceae
Vigna angularis (Willd.) Ohwi et H.Ohashi  var. angularis,アズキ,,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,栽,Vigna angularis var. angularis,2020.04.01,222,1969,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Phaseolus angularis (Willd.) W.F.Wight  f. angularis,アズキ,,synonym,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,栽,Phaseolus angularis f. angularis,2018.07.07,223,1909,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Aria alnifolia (Siebold et Zucc.) Decne.,アズキナシ,,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Aria alnifolia,2020.04.02,224,1874,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Thujopsis dolabrata (L.f.) Siebold et Zucc.  var. dolabrata,アスナロ,アスヒ,標準,ヒノキ科,Cupressaceae,630001050,ヒノキ科,ヒノキ科,256,ヒノキ科,Cupressaceae,255,,Thujopsis dolabrata var. dolabrata,2019.04.01,229,1844,CUPRESSACEAE,PINALES,マツ目,630001050,ヒノキ科,Cupressaceae
Lycopodium complanatum L.,アスヒカズラ,,標準,ヒカゲノカズラ科,Lycopodiaceae,111101010,ヒカゲノカズラ科,ヒカゲノカズラ科,203,ヒカゲノカズラ科,Lycopodiaceae,203,,Lycopodium complanatum,2017.07.27,232,1753,LYCOPODIACEAE,LYCOPODIALES,ヒカゲノカズラ目,111101010,ヒカゲノカズラ科,Lycopodiaceae
Anemone raddeana Regel,アズマイチゲ,シラゲウラベニイチゲ，オクノアズマイチゲ,標準,キンポウゲ科,Ranunculaceae,781001070,キンポウゲ科,キンポウゲ科,330,キンポウゲ科,Ranunculaceae,361,,Anemone raddeana,2020.01.28,233,1861,RANUNCULACEAE,RANUNCULALES,キンポウゲ目,781001070,キンポウゲ科,Ranunculaceae
Rosa onoei Makino  var. oligantha (Franch. et Sav.) H.Ohba,アズマイバラ,オオフジイバラ，ヤマテリハノイバラ,標準,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,,Rosa onoei var. oligantha,2018.08.11,234,2000,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Erigeron thunbergii A.Gray  subsp. thunbergii,アズマギク,,標準,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Erigeron thunbergii subsp. thunbergii,2020.12.08,237,1858,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Sasaella ramosa (Makino) Makino,アズマザサ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasaella ramosa,2021.01.28,240,1929,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Rhododendron degronianum Carrière,アズマシャクナゲ,シャクナゲ,標準,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Rhododendron degronianum,2012.05.27,241,1869,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Chionographis hisauchiana (Okuyama) N.Tanaka  subsp. hisauchiana,アズマシライトソウ,,標準,シュロソウ科,Melanthiaceae,774001020,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,,Chionographis hisauchiana subsp. hisauchiana,2016.05.09,242,2003,MELANTHIACEAE,LILIALES,ユリ目,774001030,シュロソウ科,Melanthiaceae
Carex lasiolepis Franch.,アズマスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Carex lasiolepis,2021.01.19,243,1895,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
