name,family_jp,family_en,source
ハリタマスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
イトアゼガヤ,イネ科,Poaceae,ylist
イトイチゴツナギ,イネ科,Poaceae,ylist
イワテイチゴツナギ,イネ科,Poaceae,ylist:alias
イトイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist
コイヌノヒゲ (Makino 1894),ホシクサ科,Eriocaulaceae,ylist:alias
タンナイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
イトイバラモ,トチカガミ科,Hydrocharitaceae,ylist
イトキンスゲ,カヤツリグサ科,Cyperaceae,ylist
イトスゲ,カヤツリグサ科,Cyperaceae,ylist
イトトリゲモ,トチカガミ科,Hydrocharitaceae,ylist
イトナルコスゲ,カヤツリグサ科,Cyperaceae,ylist
イトハコベ,ナデシコ科,Caryophyllaceae,ylist
イトハナビテンツキ,カヤツリグサ科,Cyperaceae,ylist
イトヒキスゲ,カヤツリグサ科,Cyperaceae,ylist
イトモ,ヒルムシロ科,Potamogetonaceae,ylist
イトラッキョウ,ヒガンバナ科,Amaryllidaceae,ylist
イナデンダ,オシダ科,Dryopteridaceae,ylist
イナモリソウ,アカネ科,Rubiaceae,ylist
イヌアワ,イネ科,Poaceae,ylist
イヌイ,イグサ科,Juncaceae,ylist
ヒライ，ネジイ，ツクシイヌイ,イグサ科,Juncaceae,ylist:alias
イワヘゴ,オシダ科,Dryopteridaceae,ylist
イヌイワヘゴ,オシダ科,Dryopteridaceae,ylist:alias
イヌエンジュ,マメ科,Fabaceae,ylist
カライヌエンジュ，トウイヌエンジュ，ハネミノイヌエンジュ，ハネミイヌエンジュ，ケハネミイヌエンジュ,マメ科,Fabaceae,ylist:alias
タチゲヒカゲミズ,イラクサ科,Urticaceae,ylist
ツルミズ (Nakai 1919),イラクサ科,Urticaceae,ylist:alias
イヌカキネガラシ,アブラナ科,Brassicaceae (Cruciferae),ylist
イヌガシ,クスノキ科,Lauraceae,ylist
マツラニッケイ,クスノキ科,Lauraceae,ylist:alias
イヌカタヒバ,イワヒバ科,Selaginellaceae,ylist
イヌガマズミ,ガマズミ科,Viburnaceae,ylist
イヌカミツレ,キク科,Asteraceae,ylist
イヌガヤ,イチイ科,Taxaceae,ylist
ヒノキダマ，ヘダマ,イチイ科,Taxaceae,ylist:alias
イヌガラシ,アブラナ科,Brassicaceae (Cruciferae),ylist
ナガミノイヌガラシ,アブラナ科,Brassicaceae (Cruciferae),ylist:alias
イヌコハコベ,ナデシコ科,Caryophyllaceae,ylist
イヌゴマ,シソ科,Lamiaceae,ylist
タイリクイヌゴマ (Kitagawa 1967)，チョロギダマシ,シソ科,Lamiaceae,ylist:alias
イヌコモチナデシコ,ナデシコ科,Caryophyllaceae,ylist
イヌコリヤナギ,ヤナギ科,Salicaceae,ylist
イヌザンショウ,ミカン科,Rutaceae,ylist
オオバイヌザンショウ，ホソバイヌザンショウ，コバノイヌザンショウ,ミカン科,Rutaceae,ylist:alias
イヌシデ,カバノキ科,Betulaceae,ylist
シロシデ，ソネ,カバノキ科,Betulaceae,ylist:alias
イヌスギナ,トクサ科,Equisetaceae,ylist
イヌタデ,タデ科,Polygonaceae,ylist
アカノマンマ，マルバイヌタデ，イザリタデ,タデ科,Polygonaceae,ylist:alias
イヌタヌキモ,タヌキモ科,Lentibulariaceae,ylist
イヌタマシダ,オシダ科,Dryopteridaceae,ylist
イヌツゲ,モチノキ科,Aquifoliaceae,ylist
イヌツルダカナワラビ,オシダ科,Dryopteridaceae,ylist
イヌトウキ,セリ科,Apiaceae,ylist
イヌトウバナ,シソ科,Lamiaceae,ylist
チュウゴクザサ,イネ科,Poaceae,ylist
イヌトクガワザサ,イネ科,Poaceae,ylist:alias
フシゲイブキザサ,イネ科,Poaceae,ylist:alias
イヌドクサ,トクサ科,Equisetaceae,ylist
カワラドクサ，アオイヌドクサ,トクサ科,Equisetaceae,ylist:alias
イヌナズナ,アブラナ科,Brassicaceae (Cruciferae),ylist
イヌノハナヒゲ,カヤツリグサ科,Cyperaceae,ylist
イヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist
シロイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
クロイヌノヒゲモドキ,ホシクサ科,Eriocaulaceae,ylist:alias
ユキイヌノヒゲ， マツムライヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
キビオオイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
ガリメギイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
ムツイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
タカユイヌノヒゲ,ホシクサ科,Eriocaulaceae,ylist:alias
イヌハギ,マメ科,Fabaceae,ylist
イヌハッカ,シソ科,Lamiaceae,ylist
チクマハッカ,シソ科,Lamiaceae,ylist:alias
イヌビエ,イネ科,Poaceae,ylist
ノビエ,イネ科,Poaceae,ylist:alias
イヌビワ,クワ科,Moraceae,ylist
イタビ,クワ科,Moraceae,ylist:alias
イヌブナ,ブナ科,Fagaceae,ylist
クロブナ,ブナ科,Fagaceae,ylist:alias
イヌホオズキ,ナス科,Solanaceae,ylist
イヌホタルイ,カヤツリグサ科,Cyperaceae,ylist
イヌマキ,マキ科,Podocarpaceae,ylist
クサマキ,マキ科,Podocarpaceae,ylist:alias
イヌマルバヤナギ,ヤナギ科,Salicaceae,ylist
イヌミゾハコベ,ミゾハコベ科,Elatinaceae,ylist
タイワンミゾハコベ,ミゾハコベ科,Elatinaceae,ylist:alias
イヌムラサキ,ムラサキ科,Boraginaceae,ylist
イヌムラサキシキブ,シソ科,Lamiaceae,ylist
イヌヤマシダ,オシダ科,Dryopteridaceae,ylist
イヌヨモギ,キク科,Asteraceae,ylist
イヌリンゴ,バラ科,Rosaceae,ylist
ヒメリンゴ,バラ科,Rosaceae,ylist:alias
イヌワカナシダ,オシダ科,Dryopteridaceae,ylist
イネ,イネ科,Poaceae,ylist
オカボ,イネ科,Poaceae,ylist:alias
リクトウ,イネ科,Poaceae,ylist:alias
イノウエシダ,オシダ科,Dryopteridaceae,ylist
イノデ,オシダ科,Dryopteridaceae,ylist
イノデモドキ,オシダ科,Dryopteridaceae,ylist
イノモトソウ,イノモトソウ科,Pteridaceae,ylist
イバラモ,トチカガミ科,Hydrocharitaceae,ylist
イブキザサ,イネ科,Poaceae,ylist
ツボイザサ (Makino 1912)， アマギザサ,イネ科,Poaceae,ylist:alias
ハナザサ,イネ科,Poaceae,ylist:alias
イブキシモツケ,バラ科,Rosaceae,ylist
マンシュウシモツケ，ホソバイブキシモツケ (Yatabe 1892)，トウシモツケ，キビノシモツケ,バラ科,Rosaceae,ylist:alias
イブキジャコウソウ,シソ科,Lamiaceae,ylist
イワジャコウソウ，ナンマンジャコウソウ (Kitagawa 1979),シソ科,Lamiaceae,ylist:alias
イブキスミレ,スミレ科,Violaceae,ylist
イブキゼリモドキ,セリ科,Apiaceae,ylist
ニセイブキゼリ (Murata 1974),セリ科,Apiaceae,ylist:alias
コイブゼリ,セリ科,Apiaceae,ylist:alias
イブキソモソモ,イネ科,Poaceae,ylist
チシマソモソモ,イネ科,Poaceae,ylist:alias
チシマイチゴツナギ,イネ科,Poaceae,ylist:alias
イブキトボシガラ,イネ科,Poaceae,ylist
イブキトラノオ,タデ科,Polygonaceae,ylist
ホソバイブキトラノオ，イワイブキトラノオ,タデ科,Polygonaceae,ylist:alias
ヒロハノハネガヤ,イネ科,Poaceae,ylist
オオハネガヤ,イネ科,Poaceae,ylist:alias
イブキヌカボ,イネ科,Poaceae,ylist
イブキノエンドウ,マメ科,Fabaceae,ylist
カラスノエンドウ，コモンベッチ,マメ科,Fabaceae,ylist:alias
イブキハタザオ,アブラナ科,Brassicaceae (Cruciferae),ylist
イブリハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
イボクサ,ツユクサ科,Commelinaceae,ylist
イボトリグサ,ツユクサ科,Commelinaceae,ylist:alias
イボタクサギ,シソ科,Lamiaceae,ylist
ガシャンギ,シソ科,Lamiaceae,ylist:alias
コバノクサギ,シソ科,Lamiaceae,ylist:alias
イボタノキ,モクセイ科,Oleaceae,ylist
コバノイボタ,モクセイ科,Oleaceae,ylist:alias
イボタヒョウタンボク,スイカズラ科,Caprifoliaceae,ylist
イモネヤガラ,ラン科,Orchidaceae,ylist
イモラン,ラン科,Orchidaceae,ylist:alias
タイワンヤガラ,ラン科,Orchidaceae,ylist:alias
イラクサ,イラクサ科,Urticaceae,ylist
イランイランノキ,バンレイシ科,Annonaceae,ylist
イランイラン,バンレイシ科,Annonaceae,ylist:alias
イリオモテクマタケラン,ショウガ科,Zingiberaceae,ylist
ハダカゲットウ,ショウガ科,Zingiberaceae,ylist:alias
イリオモテシャミセンヅル,カニクサ科,Lygodiaceae,ylist
イリオモテムラサキ,シソ科,Lamiaceae,ylist
イロハモミジ,ムクロジ科,Sapindaceae,ylist
タカオカエデ，イロハカエデ，タカオモミジ，チョウセンヤマモミジ,ムクロジ科,Sapindaceae,ylist:alias
イワアカバナ,アカバナ科,Onagraceae,ylist
ケナシイワアカバナ,アカバナ科,Onagraceae,ylist:alias
イワイタチシダ,オシダ科,Dryopteridaceae,ylist
コイワウチワ,イワウメ科,Diapensiaceae,ylist
イワウメ,イワウメ科,Diapensiaceae,ylist
イワウメヅル,ニシキギ科,Celastraceae,ylist
イワオウギ,マメ科,Fabaceae,ylist
タテヤマオウギ,マメ科,Fabaceae,ylist:alias
イワカガミ,イワウメ科,Diapensiaceae,ylist
コイワカガミ,イワウメ科,Diapensiaceae,ylist:alias
イワカゲワラビ,オシダ科,Dryopteridaceae,ylist
コイワカゲワラビ，コウライシダ,オシダ科,Dryopteridaceae,ylist:alias
イワガサ,バラ科,Rosaceae,ylist
イワガネソウ,イノモトソウ科,Pteridaceae,ylist
シシイワガネソウ,イノモトソウ科,Pteridaceae,ylist:alias
イワカラマツ,キンポウゲ科,Ranunculaceae,ylist
ナツカラマツ,キンポウゲ科,Ranunculaceae,ylist:alias
イワガラミ,アジサイ科,Hydrangeaceae,ylist
ユキカズラ,アジサイ科,Hydrangeaceae,ylist:alias
イワカンスゲ,カヤツリグサ科,Cyperaceae,ylist
イワキ,モクセイ科,Oleaceae,ylist
コバノタマツバキ，アマミイボタ,モクセイ科,Oleaceae,ylist:alias
イワギキョウ,キキョウ科,Campanulaceae,ylist
イワキハンノキ,カバノキ科,Betulaceae,ylist
イワキヤシャブシ (Murai 1963),カバノキ科,Betulaceae,ylist:alias
イワギボウシ,クサスギカズラ科,Asparagaceae,ylist
イワキンバイ,バラ科,Rosaceae,ylist
アツバイワキンバイ,バラ科,Rosaceae,ylist:alias
イワザンショウ,ミカン科,Rutaceae,ylist
イワシデ,カバノキ科,Betulaceae,ylist
コシデ,カバノキ科,Betulaceae,ylist:alias
イワシモツケ,バラ科,Rosaceae,ylist
ナガバイワシモツケ，マルバイワシモツケ,バラ科,Rosaceae,ylist:alias
イワシロイノデ,オシダ科,Dryopteridaceae,ylist
チョウセンイノデ,オシダ科,Dryopteridaceae,ylist:alias
イワスゲ,カヤツリグサ科,Cyperaceae,ylist
イワセントウソウ,セリ科,Apiaceae,ylist
イワタイゲキ,トウダイグサ科,Euphorbiaceae,ylist
イワタバコ,イワタバコ科,Gesneriaceae,ylist
イワツクバネウツギ,スイカズラ科,Caprifoliaceae,ylist
イワツツジ,ツツジ科,Ericaceae,ylist
イワツメクサ,ナデシコ科,Caryophyllaceae,ylist
イワテザサ,イネ科,Poaceae,ylist
イワテハタザオ,アブラナ科,Brassicaceae (Cruciferae),ylist
イワナシ,ツツジ科,Ericaceae,ylist
イワナンテン,ツツジ科,Ericaceae,ylist
イワツバキ,ツツジ科,Ericaceae,ylist:alias
イワハタザオ,アブラナ科,Brassicaceae (Cruciferae),ylist
イワヒゲ,ツツジ科,Ericaceae,ylist
イワナガヒゲ,ツツジ科,Ericaceae,ylist:alias
イワヒバ,イワヒバ科,Selaginellaceae,ylist
イワマツ,イワヒバ科,Selaginellaceae,ylist:alias
イワヒメワラビ,コバノイシカグマ科,Dennstaedtiaceae,ylist
イワヘゴモドキ,オシダ科,Dryopteridaceae,ylist
イワベンケイ,ベンケイソウ科,Crassulaceae,ylist
イワキリンソウ，ナガバノイワベンケイ，イワベンケイソウ,ベンケイソウ科,Crassulaceae,ylist:alias
イワボタン,ユキノシタ科,Saxifragaceae,ylist
ミヤマネコノメソウ,ユキノシタ科,Saxifragaceae,ylist:alias
イワヤスゲ,カヤツリグサ科,Cyperaceae,ylist
イワレンゲ,ベンケイソウ科,Crassulaceae,ylist
インゲンマメ,マメ科,Fabaceae,ylist
インゲン，サイトウ，ゴガツササゲ,マメ科,Fabaceae,ylist:alias
インドゴムノキ,クワ科,Moraceae,ylist
アッサムゴム,クワ科,Moraceae,ylist:alias
ベニバナインドソケイ,キョウチクトウ科,Apocynaceae,ylist
インドボダイジュ,クワ科,Moraceae,ylist
テンジクボダイジュ,クワ科,Moraceae,ylist:alias
インノオクマワラビ,オシダ科,Dryopteridaceae,ylist
ウイキョウ,セリ科,Apiaceae,ylist
フェンエル,セリ科,Apiaceae,ylist:alias
ウエマツソウ,ホンゴウソウ科,Triuridaceae,ylist
トキヒサソウ，ムニンホンゴウソウ,ホンゴウソウ科,Triuridaceae,ylist:alias
ウキアゼナ,オオバコ科,Plantaginaceae,ylist
ウキクサ,サトイモ科,Araceae,ylist
ウキシバ,イネ科,Poaceae,ylist
ウグイスカグラ,スイカズラ科,Caprifoliaceae,ylist
ヤマウグイスカズラ,スイカズラ科,Caprifoliaceae,ylist:alias
ウケザキオオヤマレンゲ,モクレン科,Magnoliaceae,ylist
ウケユリ,ユリ科,Liliaceae,ylist
ウゴツクバネウツギ,スイカズラ科,Caprifoliaceae,ylist
オオバツクバネウツギ,スイカズラ科,Caprifoliaceae,ylist:alias
ウサギギク,キク科,Asteraceae,ylist
キングルマ,キク科,Asteraceae,ylist:alias
ウサギノオ,イネ科,Poaceae,ylist
ウサギガヤ Onuma 1895),イネ科,Poaceae,ylist:alias
ウシオツメクサ,ナデシコ科,Caryophyllaceae,ylist
オニツメクサ，シオツメクサ,ナデシコ科,Caryophyllaceae,ylist:alias
ウシクグ,カヤツリグサ科,Cyperaceae,ylist
ウシタキソウ,アカバナ科,Onagraceae,ylist
マンシュウウシタキソウ,アカバナ科,Onagraceae,ylist:alias
ウシノケグサ,イネ科,Poaceae,ylist
シンウシノケグサ,イネ科,Poaceae,ylist:alias
ウシノシッペイ,イネ科,Poaceae,ylist
ウシハコベ,ナデシコ科,Caryophyllaceae,ylist
ウジルカンダ,マメ科,Fabaceae,ylist
イルカンダ，クズモダマ，タイワンワニグチ，カマエカズラ,マメ科,Fabaceae,ylist:alias
ウスイハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
ウスイロジンチョウゲ,ジンチョウゲ科,Thymelaeaceae,ylist
ウスイロスゲ,カヤツリグサ科,Cyperaceae,ylist
エゾカワズスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
ウスキツリフネ,ツリフネソウ科,Balsaminaceae,ylist
ウスギツリフネ,ツリフネソウ科,Balsaminaceae,ylist:alias
ウスギワニグチソウ,クサスギカズラ科,Asparagaceae,ylist
ウスゲオガラバナ,ムクロジ科,Sapindaceae,ylist
ウスゲクマヤナギ,クロウメモドキ科,Rhamnaceae,ylist
ウスゲクロモジ,クスノキ科,Lauraceae,ylist
ミヤマクロモジ,クスノキ科,Lauraceae,ylist:alias
ウスゲサンカクヅル,ブドウ科,Vitaceae,ylist
ウスゲヒロハハンノキ,カバノキ科,Betulaceae,ylist
クシロヒロハハンノキ (Tatewaki 1934)，タキサワヒロハハンノキ (Murai 1964),カバノキ科,Betulaceae,ylist:alias
ウスゲフモトシダ,コバノイシカグマ科,Dennstaedtiaceae,ylist
ウスノキ,ツツジ科,Ericaceae,ylist
カクミノスノキ,ツツジ科,Ericaceae,ylist:alias
ウスバアカザ,ヒユ科,Amaranthaceae,ylist
オオバアカザ,ヒユ科,Amaranthaceae,ylist:alias
ウスバイシカグマ,コバノイシカグマ科,Dennstaedtiaceae,ylist
ウスバオオイシカグマ,コバノイシカグマ科,Dennstaedtiaceae,ylist
タイワンクマヤナギ,クロウメモドキ科,Rhamnaceae,ylist
ウスバサイシン,ウマノスズクサ科,Aristolochiaceae,ylist
サイシン，カワリウスバサイシン,ウマノスズクサ科,Aristolochiaceae,ylist:alias
ウスバザサ,イネ科,Poaceae,ylist
ウスバシダ,ナナバケシダ科,Tectariaceae,ylist
ウスバシダモドキ,ナナバケシダ科,Tectariaceae,ylist
ケソケイ,モクセイ科,Oleaceae,ylist
ボルネオソケイ，ジャワソケイ,モクセイ科,Oleaceae,ylist:alias
ウスバヒョウタンボク,スイカズラ科,Caprifoliaceae,ylist
ウスベニシキミ,マツブサ科,Schisandraceae,ylist
ウスベニツメクサ,ナデシコ科,Caryophyllaceae,ylist
ウスベニニガナ,キク科,Asteraceae,ylist
ウスベニレンゲ,ベンケイソウ科,Crassulaceae,ylist
ウスユキソウ,キク科,Asteraceae,ylist
ウスユキマンネングサ,ベンケイソウ科,Crassulaceae,ylist
ウスリーノキシノブ,ウラボシ科,Polypodiaceae,ylist
ウダイカンバ,カバノキ科,Betulaceae,ylist
サイハダカンバ,カバノキ科,Betulaceae,ylist:alias
ウチダシクロキ,ハイノキ科,Symplocaceae,ylist
オガサワラクロキ,ハイノキ科,Symplocaceae,ylist:alias
ウチダシミヤマシキミ,ミカン科,Rutaceae,ylist
ウチワサボテン,サボテン科,Cactaceae,ylist
サボテン,サボテン科,Cactaceae,ylist:alias
ウチワダイモンジソウ,ユキノシタ科,Saxifragaceae,ylist
ウチワツナギ,マメ科,Fabaceae,ylist
ウチワドコロ,ヤマノイモ科,Dioscoreaceae,ylist
コウモリドコロ,ヤマノイモ科,Dioscoreaceae,ylist:alias
ウツギ,アジサイ科,Hydrangeaceae,ylist
ウノハナ,アジサイ科,Hydrangeaceae,ylist:alias
ウツクシザサ,イネ科,Poaceae,ylist
フシゲウツクシザサ,イネ科,Poaceae,ylist:alias
ウツボグサ,シソ科,Lamiaceae,ylist
カコソウ,シソ科,Lamiaceae,ylist:alias
ウド,ウコギ科,Araliaceae,ylist
オオバウド,ウコギ科,Araliaceae,ylist:alias
カラフトウド,ウコギ科,Araliaceae,ylist:alias
エゾウド,ウコギ科,Araliaceae,ylist:alias
ウナギヅル,タデ科,Polygonaceae,ylist:alias
ウナズキツクバネソウ,シュロソウ科,Melanthiaceae,ylist
ウバタケギボウシ,クサスギカズラ科,Asparagaceae,ylist
ウバメガシ,ブナ科,Fagaceae,ylist
バベ,ブナ科,Fagaceae,ylist:alias
ウバユリ,ユリ科,Liliaceae,ylist
ウマゴヤシ,マメ科,Fabaceae,ylist
ウマスゲ,カヤツリグサ科,Cyperaceae,ylist
ウマノアシガタ,キンポウゲ科,Ranunculaceae,ylist
キンポウゲ,キンポウゲ科,Ranunculaceae,ylist:alias
ウマノスズクサ,ウマノスズクサ科,Aristolochiaceae,ylist
