大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,備考,出典,成虫出現時期
H607,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Melixanthus,,babai,,,,,ババチビツツハムシ,,,,,,,Melixanthus babai,不明,,ハムシ目録データベース,
H608,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Melixanthus,,pumilio,,,,,アオチビツツハムシ,,,,,,,Melixanthus pumilio,不明,,ハムシ目録データベース,
H609,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Adiscus,,lewisii,,,,,タマツツハムシ,,,,,,,Adiscus lewisii,クヌギ、コナラ、ヤマハンノキ,,ハムシハンドブック,6~9月
H610,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Adiscus,,nigripennis,,,,,リュウキュウタマツツハムシ,,,,,,,Adiscus nigripennis,不明,,ハムシ目録データベース,
H611,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Coenobius,,nigrocastaneus,,,,,ウスグロヒメツツハムシ,,,,,,,Coenobius nigrocastaneus,不明,,ハムシ目録データベース,
H612,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Coenobius,,obscuripennis,,,,,ウスアカヒメツツハムシ,,,,,,,Coenobius obscuripennis,不明,,ハムシ目録データベース,
H613,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Coenobius,,piceipes,,,,,クロアシヒメツツハムシ,,,,,,,Coenobius piceipes,不明,,ハムシ目録データベース,
H614,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Coenobius,,piceus,,,,,クロヒメツツハムシ,,,,,,,Coenobius piceus,不明,,ハムシ目録データベース,
H615,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Coenobius,,sulcicollis,,,,,ムネミゾヒメツツハムシ,,,,,,,Coenobius sulcicollis,不明,,ハムシ目録データベース,
H616,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,consimilis,,,,,カシワコブハムシ,,,,,,,Chlamisus consimilis,不明,,ハムシ目録データベース,
H617,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,diminutus,,,,,ヒメコブハムシ,,,,,,,Chlamisus diminutus,不明,,ハムシ目録データベース,
H618,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,geniculatus,,,,,アマミコブハムシ,,,,,,,Chlamisus geniculatus,不明,,ハムシ目録データベース,
H619,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,interjectus,,,,,ミズキコブハムシ,,,,,,,Chlamisus interjectus,不明,,ハムシ目録データベース,
H620,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,japonicus,,,,,ハバビロコブハムシ,,,,,,,Chlamisus japonicus,不明,,ハムシ目録データベース,
H621,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,laticollis,,,,,ツツジコブハムシ,,,,,,,Chlamisus laticollis,ツツジ類、サツキ,,ハムシ目録データベース,4~10月
H622,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,lewisii,,,,,ツバキコブハムシ,,,,,,,Chlamisus lewisii,不明,,ハムシ目録データベース,
H623,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,spilotus,,,,,ムシクソハムシ,,,,,,,Chlamisus spilotus,コナラ、ヤナギ類、サクラ、ミズキ、ウツギ類,,ハムシハンドブック,4~9月
H624,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Chlamisus,,yakushimanus,,,,,ヤクシマコブハムシ,,,,,,,Chlamisus yakushimanus,不明,,ハムシ目録データベース,
H625,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Pachybrachis,,(Pachybrachis),,,,,ハギツツハムシ,,,,,,,Pachybrachis (Pachybrachis),ハギ、ヤナギ類,,ハムシハンドブック,5~10月
