大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典
3921,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Dysmilichia,,gemella,,(Leech),[1889],,モンオビヒメヨトウ,,,,,,,Dysmilichia gemella (Leech,エゴマ (シソ科),日本産蛾類標準図鑑2
3922,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Dysmilichia,,fukudai,,Sugi,1963,,マルシロホシヒメヨトウ,,,,,,,Dysmilichia fukudai Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3923,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,illecta,,(Walker),1865,,オオホシミミヨトウ,,,,,,,Condica illecta (Walker,"ゴボウ (以上キク科); ミツバ (セリ科); 1865),オオバナセンダングサ; ヒマワリ; ウスベニニガナ; チチコグサモドキ; カッコウアザミ; ネコノシタ; タカサブロウ; コセンダングサ",日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,aroana,,(Bethune-Baker),1906,,マルデオオホシミミヨトウ,,,,,,,,不明; 不明; 不明; 不明; 不明,
3924,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,serva,,(Walker),1858,,ヒメホシミミヨトウ,,,,,,,Condica serva (Walker,"ノゲシ (以上キク科); 1858),オオバナセンダングサ; コシロノセンダングサ; 1858),オオバナセンダングサ; コシロノセンダングサ; オオバナセンダングサ; コシロノセンダングサ; 1858),オオバナセンダングサ; コシロノセンダングサ; 1858),オオバナセンダングサ; コシロノセンダングサ; オオバナセンダングサ; コシロノセンダングサ; 1858); オオバナセンダングサ; コシロノセンダングサ;; 1858); オオバナセンダングサ; コシロノセンダングサ;",日本産蛾類標準図鑑2
3925,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,fuliginosa,,(Leech),1900,,マエテンヨトウ,,,,,,,Condica fuliginosa (Leech,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3926,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,pallescens,,(Sugi),1970,,ウスホシミミヨトウ,,,,,,,Condica pallescens (Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3927,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,illustrata,,(Staudinger),1888,,ヘリグロヒメヨトウ,,,,,,,Condica illustrata (Staudinger,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3928,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,dolorosa,,(Walker),1865,,セブトシロホシクロヨトウ,,,,,,,Condica dolorosa (Walker,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Condica,,albigutta,,(Wileman),1912,,チャバネシロホシクロヨトウ,,,,,,,Condica albigutta (Wileman,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3929,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Prospalta,,cyclica,,(Hampson),1908,,シロテンクロヨトウ,,,,,,,Prospalta cyclica (Hampson,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3930,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Acosmetia,,biguttula,,(Motschulsky),1866,,フタテンヒメヨトウ,,,,,,,Acosmetia biguttula (Motschulsky,タウコギ (以上キク科),日本産蛾類標準図鑑2
3931,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Acosmetia,,chinensis,,(Wallengren),1860,,サビイロヒメヨトウ,,,,,,,Acosmetia chinensis (Wallengren,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3932,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Iambia,,transversa,,(Moore),1882,,アミメヒメヨトウ,,,,,,,Iambia transversa (Moore,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3933,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Iambia,,japonica,,Sugi,1958,,シロマダラヒメヨトウ,,,,,,,Iambia japonica Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3934,Noctuidae,ヤガ科,Condicinae,ヒメヨトウ亜科,,,,,Prometopus,,flavicollis,,(Leech),[1889],,キクビヒメヨトウ,,,,,,,Prometopus flavicollis (Leech,"カラマツ (マツ科); 1889), が知られているが; ; 1889), が知られているが; が知られているが; ; 1889), が知られているが; ; 1889), が知られているが",日本産蛾類標準図鑑2
3938,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,juventina,,(Stoll),1782,,ムラサキツマキリヨトウ,,,,,,,Callopistria juventina (Stoll,カニクサ (カニクサ科); ワラビ (コバノイシカグマ科),日本産蛾類標準図鑑2
3939,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,duplicans,,Walker,1858,,ヒメツマキリヨトウ,,,,,,,"Callopistria duplicans Walker, 1858",カニクサ (カニクサ科),日本産蛾類標準図鑑2
3940,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,repleta,,Walker,1858,,マダラツマキリヨトウ,,,,,,,"Callopistria repleta Walker, 1858",コタニワタリ (チャセンシダ科); ワラビ (コバノイシカグマ科); イノデ (以上オシダ科); ヒメワラビ (ヒメシダ科); ベニシダ; オニヤブソテツ; ベニシダ; オニヤブソテツ; ベニシダ; オニヤブソテツ; ベニシダ; オニヤブソテツ; ベニシダ; オニヤブソテツ,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,nobilior,,Eda,2000,,ミナミツマキリヨトウ,,,,,,,Callopistria nobilior Eda,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3941,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,maillardi,,(Guenée),1862,,ナカウスツマキリヨトウ,ナカウスツマキリヨトウ,,,,,,Callopistria maillardi (Guenée,イシカグマ (コバノイシカグマ科); ハチジョウカグマ (以上シシガシラ科); ホウビカンジュ (ツルシダ科); ヒリュウシダ; ヒリュウシダ; ヒリュウシダ; ヒリュウシダ; ヒリュウシダ; ; ; ; ヒリュウシダ; 1862); ; ヒリュウシダ; ;; ; ヒリュウシダ; ;; 1862); ; ヒリュウシダ; ;; 1862); ; ヒリュウシダ; ;,日本産蛾類標準図鑑2
3942,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,aethiops,,Butler,1878,,アミメツマキリヨトウ,,,,,,,"Callopistria aethiops Butler, 1878",ホシダ (ヒメシダ科),日本産蛾類標準図鑑2
3943,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,albolineola,,(Graeser),1889,,シロスジツマキリヨトウ,,,,,,,Callopistria albolineola (Graeser,"カタヒバ (イワヒバ科); 1889),イワヒバ; 1889),イワヒバ; イワヒバ; 1889),イワヒバ; 1889),イワヒバ; イワヒバ; 1889); イワヒバ;; イワヒバ;; 1889); イワヒバ;; 1889); イワヒバ;",日本産蛾類標準図鑑2
3944,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,japonibia,,Inoue & Sugi,1958,,キスジツマキリヨトウ,,,,,,,Callopistria japonibia Inoue & Sugi,"イワヒメワラビ (以上コバノイシカグマ科); リョウメンシダ (以上オシダ科); イノモトソウ (以上イノモトソウ科); イシカグマ (コバノイシカグマ科); 1958,フモトシダ; イノデ; タチシノブ; 1958,フモトシダ; イノデ; タチシノブ; フモトシダ; イノデ; タチシノブ; 1958,フモトシダ; イノデ; タチシノブ; 1958,フモトシダ; イノデ; タチシノブ; フモトシダ; イノデ; タチシノブ; 1958; フモトシダ; ; イノデ; ; タチシノブ; ;; 1958; フモトシダ; ; イノデ; ; タチシノブ; ;",日本産蛾類標準図鑑2
3945,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,rivularis,,Walker,1858,,クロキスジツマキリヨトウ,,,,,,,"Callopistria rivularis Walker, 1858",イシカグマ (コバノイシカグマ科),日本産蛾類標準図鑑2
3946,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,pulchrilinea,,(Walker),1862,,コガタツマキリヨトウ,,,,,,,Callopistria pulchrilinea (Walker,"トリノハカタヒバ (以上イワヒバ科); 1862),コンテリクラマゴケ; 1862),コンテリクラマゴケ; コンテリクラマゴケ; 1862),コンテリクラマゴケ; 1862),コンテリクラマゴケ; コンテリクラマゴケ; 1862); コンテリクラマゴケ;; コンテリクラマゴケ;; 1862); コンテリクラマゴケ;; 1862); コンテリクラマゴケ;",日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,guttulalis,,Hampson,1896,,ネボシツマキリヨトウ,,,,,,,,不明; 不明; 不明; 不明; 不明,
3947,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,placodoides,,(Guenée),1852,,アヤナミツマキリヨトウ,,,,,,,Callopistria placodoides (Guenée,イシカグマ (コバノイシカグマ科); ケホシダ (ヒメシダ科); タマシダ (ツルシダ科),日本産蛾類標準図鑑2
3948,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,argyrosticta,,(Butler),1881,,ギンツマキリヨトウ,,,,,,,Callopistria argyrosticta (Butler,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Callopistria,,ogasawaraensis,,Eda,2010,,ムニンツマキリヨトウ,,ボニンツマキリヨトウ,,,,,Callopistria ogasawaraensis Eda,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3949,Noctuidae,ヤガ科,Eriopinae,ツマキリヨトウ亜科,,,,,Data,,clava,,(Leech),1900,,ツマナミツマキリヨトウ,,,,,,,Data clava (Leech,"コウラボシ (以上ウラボシ科); 1900),ノキシノブ; 1900),ノキシノブ; ノキシノブ; 1900),ノキシノブ; 1900),ノキシノブ; ノキシノブ; 1900); ノキシノブ;; ノキシノブ;; 1900); ノキシノブ;; 1900); ノキシノブ;",日本産蛾類標準図鑑2
3457,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Bryomoia,,melachlora,,(Staudinger),1892,,マルモンキノコヨトウ,,,,,,,Bryomoia melachlora (Staudinger,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3458,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Bryophila,,granitalis,,(Butler),1881,,イチモジキノコヨトウ,,,,,,,Bryophila granitalis (Butler,"1881),樹皮や石垣に付着する地衣類; 1881),樹皮や石垣に付着する地衣類; 樹皮や石垣に付着する地衣類; 1881),樹皮や石垣に付着する地衣類; 1881),樹皮や石垣に付着する地衣類; 樹皮や石垣に付着する地衣類; 1881); 樹皮や石垣に付着する地衣類; 樹皮や石垣に付着する地衣類; 1881); 樹皮や石垣に付着する地衣類; 1881); 樹皮や石垣に付着する地衣類",日本産蛾類標準図鑑2
3459,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Bryophila,,parva,,Sugi,1980,,コイチモジキノコヨトウ,,,,,,,Bryophila parva Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3460,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Bryophila,,orthogramma,,(Boursin),1954,,シレトコキノコヨトウ,,,,,,,Bryophila orthogramma (Boursin,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3461,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,bryophasma,,Boursin,1951,,エゾキノコヨトウ,,,,,,,Cryphia bryophasma Boursin,ムカデゴケ属 (ムカデゴケ科),日本産蛾類標準図鑑2
3462,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,mitsuhashi,,(Marumo),1917,,キノコヨトウ,,,,,,,Cryphia mitsuhashi (Marumo,"1917),地衣類 ウメの樹幹で多く確認されている; 1917),地衣類 ウメの樹幹で多く確認されている; 地衣類 ウメの樹幹で多く確認されている; 1917),地衣類 ウメの樹幹で多く確認されている; 1917),地衣類 ウメの樹幹で多く確認されている; 地衣類 ウメの樹幹で多く確認されている; 1917); 地衣類 ウメの樹幹で多く確認されている; 地衣類 ウメの樹幹で多く確認されている; 1917); 地衣類 ウメの樹幹で多く確認されている; 1917); 地衣類 ウメの樹幹で多く確認されている",日本産蛾類標準図鑑2
3463,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,mediofusca,,Sugi,1959,,スジキノコヨトウ,,,,,,,Cryphia mediofusca Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3464,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,maritima,,Sugi,1980,,ミナミキノコヨトウ,,,,,,,Cryphia maritima Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3465,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,griseola,,(Nagano),1918,,ハイイロキノコヨトウ,,,,,,,Cryphia griseola (Nagano,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3466,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,suzukiella,,(Matsumura),1931,,スズキキノコヨトウ,,,,,,,Cryphia suzukiella (Matsumura,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3467,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,minutissima,,(Draudt),1950,,ヒメスジキノコヨトウ,ヒメスジキノコヨトウ,,,,,,Cryphia minutissima (Draudt,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3468,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Cryphia,,sugitanii,,Boursin,1961,,マダラキノコヨトウ,,,,,,,Cryphia sugitanii Boursin,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3469,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Stenoloba,,oculata,,Draudt,1950,,ヘリボシキノコヨトウ,,,,,,,Stenoloba oculata Draudt,"ダケカンバ (以上カバノキ科); 1950,シラカンバ; 1950,シラカンバ; シラカンバ; 1950,シラカンバ; 1950,シラカンバ; シラカンバ; 1950; シラカンバ;; シラカンバ;; 1950; シラカンバ;; 1950; シラカンバ;",日本産蛾類標準図鑑2
3470,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Stenoloba,,clara,,(Leech),[1889],,ウスアオキノコヨトウ,,,,,,,Stenoloba clara (Leech,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3471,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Stenoloba,,assimilis,,(Warren),1909,,アオキノコヨトウ,アオキノコヨトウ,,,,,,Stenoloba assimilis (Warren,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3472,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Stenoloba,,manleyi,,(Leech),[1889],,ウンモンキノコヨトウ,ウンモンキノコヨトウ,,,,,,Stenoloba manleyi (Leech,"1889),樹皮上の地衣類; 1889),樹皮上の地衣類; 樹皮上の地衣類; 1889),樹皮上の地衣類; 1889),樹皮上の地衣類; 樹皮上の地衣類; 1889); 樹皮上の地衣類; 樹皮上の地衣類; 1889); 樹皮上の地衣類; 1889); 樹皮上の地衣類",日本産蛾類標準図鑑2
3473,Noctuidae,ヤガ科,Bryophilinae,キノコヨトウ亜科,,,,,Stenoloba,,jankowskii,,(Oberthür),1885,,シロスジキノコヨトウ,,,,,,,Stenoloba jankowskii (Oberthür,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
4091,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Pseudeustrotiini,タデキリガ族,,,Pseudeustrotia,,candidula,,(Denis & Schiffermüller),1775,,タデキリガ,,タデコヤガ,,,,,,不明; 不明; 不明; 不明; 不明,
4092,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Pseudeustrotiini,タデキリガ族,,,Pseudeustrotia,,bipartita,,(Wileman),1914,,ナカクロモンキリガ,,ナカクロモンコヤガ,,,,,,不明; 不明; 不明; 不明; 不明,
4083,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Pseudeustrotiini,タデキリガ族,,,Anterastria,,atrata,,(Butler),1881,,ビロードキリガ,,ビロードコヤガ,,,,,,不明; 不明; 不明; 不明; 不明,
3839,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,picta,,(Guérin-Méneville),1838,,アカマダラヨトウ,,,,,,,Spodoptera picta (Guérin-Méneville,"タマスダレ (以上ヒガンバナ科); ニセエランセマム (キツネノマゴ科); 1838),ハマオモト; オオハマオモト; 1838),ハマオモト; オオハマオモト; ハマオモト; オオハマオモト; 1838),ハマオモト; オオハマオモト; 1838),ハマオモト; オオハマオモト; ハマオモト; オオハマオモト; 1838); ハマオモト; オオハマオモト; ; ; ハマオモト; オオハマオモト; ; ; 1838); ハマオモト; オオハマオモト; ; ; 1838); ハマオモト; オオハマオモト; ;",日本産蛾類標準図鑑2
3840,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,litura,,(Fabricius),1775,,ハスモンヨトウ,,,,,,,Spodoptera litura (Fabricius,"ナス (以上ナス科); ダイズ (マメ科); チシャ (キク科); ネギ (ネギ科); ダリア (以上キク科); カーネーション (ナデシコ科); シクラメン (サクラソウ科); セイタカアワダチソウ (キク科); 1775),トマト; キク; タデ科や; 幼虫の記録がある; 1775),トマト; トマト; 1775),トマト; 1775),トマト; トマト; キク; タデ科や ; 幼虫の記録がある; 1775); トマト; ; ; ;  ; トマト; ; ; ;  ; 1775); トマト; ; ; ;  ; 1775); トマト; ; ; ;",日本産蛾類標準図鑑2
3841,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,mauritia,,(Boisduval),1833,,シロナヨトウ,シロナヨトウ,,,,,,Spodoptera mauritia (Boisduval,ワタ (アオイ科); オヒシバ (以上イネ科); ハクサイ (アブラナ科); マコモ; イネ; サトウキビ; コウライジバ; マコモ; イネ; サトウキビ; コウライジバ; マコモ; イネ; サトウキビ; コウライジバ; マコモ; イネ; サトウキビ; コウライジバ; マコモ; イネ; サトウキビ; コウライジバ; ; ; ; マコモ; イネ; サトウキビ; コウライジバ; 1833); ; マコモ; イネ; サトウキビ; コウライジバ; ; ; 1833); ; マコモ; イネ; サトウキビ; コウライジバ; ;,日本産蛾類標準図鑑2
3842,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,exempta,,(Walker),1857,,アフリカシロナヨトウ,,,,,,,Spodoptera exempta (Walker,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3842,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,frugiperda,,(Smith),1797,,ツマジロクサヨトウ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
3843,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,exigua,,(Hübner),[1808],,シロイチモジヨトウ,,,,,,,"Spodoptera exigua (Hübner, 1808)",ヤマモモ (ヤマモモ科); 各種草本植物; 樹木ではの記録がある; 各種草本植物; 樹木ではの記録がある; 各種草本植物; 樹木ではの記録がある; 各種草本植物; 樹木ではの記録がある; 各種草本植物; 樹木ではの記録がある,日本産蛾類標準図鑑2
3844,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,depravata,,(Butler),1879,,スジキリヨトウ,,,,,,,Spodoptera depravata (Butler,"シバ類 (イネ科); 1879),コウライシバ; シバ; 1879),コウライシバ; シバ; コウライシバ; シバ; 1879),コウライシバ; シバ; 1879),コウライシバ; シバ; コウライシバ; シバ; 1879); コウライシバ; シバ; コウライシバ; シバ; 1879); コウライシバ; シバ; 1879); コウライシバ; シバ",日本産蛾類標準図鑑2
3845,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,cilium,,Guenée,1852,,クシナシスジキリヨトウ,,,,,,,Spodoptera cilium Guenée,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3846,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Prodeniini,スジキリヨトウ族,,,Spodoptera,,pecten,,Guenée,1852,,クシヒゲスジキリヨトウ,,,,,,,Spodoptera pecten Guenée,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
4093,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Eraphrini,シラクモヤガ族,,,Elaphria,,venustula,,(Hübner),1790,,シラクモヤガ,,シラクモコヤガ,,,,,,不明; 不明; 不明; 不明; 不明,
3864,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Caradrinina,フタホシヨトウ亜族,Hoplodrina,,euryptera,,Boursin,1937,,フタホシヨトウ,,,,,,,Hoplodrina euryptera Boursin,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3789,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Caradrinina,フタホシヨトウ亜族,Chilodes,,pacifica,,Sugi,1982,,ヌマベウスキヨトウ,,,,,,,Chilodes pacificus Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3847,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,cinerascens,,(Motschulsky),1861,,クロテンヨトウ,,,,,,,Athetis cinerascens (Motschulsky,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
